line_name,line_code,train_type,station1,station2,estimated_time
京王相模原線,24002,区間急行,南大沢,多摩境,2
京王相模原線,24002,区間急行,多摩境,橋本(神奈川県),3
京王相模原線,24002,急行,調布,京王稲田堤,3
京王相模原線,24002,急行,京王稲田堤,京王永山,6
京王相模原線,24002,急行,京王永山,京王多摩センター,3
京王相模原線,24002,急行,京王多摩センター,京王堀之内,2
京王相模原線,24002,急行,京王堀之内,南大沢,2
京王相模原線,24002,急行,南大沢,多摩境,2
京王相模原線,24002,急行,多摩境,橋本(神奈川県),3
京王相模原線,24002,特急,調布,京王稲田堤,3
京王相模原線,24002,特急,京王稲田堤,京王永山,6
京王相模原線,24002,特急,京王永山,京王多摩センター,2
京王相模原線,24002,特急,京王多摩センター,南大沢,3
京王相模原線,24002,特急,南大沢,橋本(神奈川県),4
京王相模原線,24002,普通,調布,京王多摩川,2
京王相模原線,24002,普通,京王多摩川,京王稲田堤,2
京王相模原線,24002,普通,京王稲田堤,京王よみうりランド,1
京王相模原線,24002,普通,京王よみうりランド,稲城,1
京王相模原線,24002,普通,稲城,若葉台,3
京王相模原線,24002,普通,若葉台,京王永山,2
京王相模原線,24002,普通,京王永山,京王多摩センター,3
京王相模原線,24002,普通,京王多摩センター,京王堀之内,2
京王相模原線,24002,普通,京王堀之内,南大沢,2
京王相模原線,24002,普通,南大沢,多摩境,2
京王相模原線,24002,普通,多摩境,橋本(神奈川県),4
京王相模原線,24002,快速,調布,京王多摩川,2
京王相模原線,24002,快速,京王多摩川,京王稲田堤,1
京王相模原線,24002,快速,京王稲田堤,京王よみうりランド,1
京王相模原線,24002,快速,京王よみうりランド,稲城,1
京王相模原線,24002,快速,稲城,若葉台,2
京王相模原線,24002,快速,若葉台,京王永山,2
京王相模原線,24002,快速,京王永山,京王多摩センター,2
京王相模原線,24002,快速,京王多摩センター,京王堀之内,2
京王相模原線,24002,快速,京王堀之内,南大沢,2
京王相模原線,24002,快速,南大沢,多摩境,2
京王相模原線,24002,快速,多摩境,橋本(神奈川県),3
京王高尾線,24003,普通,北野(東京都),京王片倉,2
京王高尾線,24003,普通,京王片倉,山田(東京都),2
京王高尾線,24003,普通,山田(東京都),めじろ台,1
京王高尾線,24003,普通,めじろ台,狭間,1
京王高尾線,24003,普通,狭間,高尾(東京都),2
京王高尾線,24003,普通,高尾(東京都),高尾山口,3
京王高尾線,24003,準特急,北野(東京都),京王片倉,2
京王高尾線,24003,準特急,京王片倉,山田(東京都),2
京王高尾線,24003,準特急,山田(東京都),めじろ台,1
京王高尾線,24003,準特急,めじろ台,狭間,1
京王高尾線,24003,準特急,狭間,高尾(東京都),2
京王高尾線,24003,準特急,高尾(東京都),高尾山口,2
京王高尾線,24003,特急,北野(東京都),めじろ台,4
京王高尾線,24003,特急,めじろ台,高尾(東京都),4
京王高尾線,24003,特急,高尾(東京都),高尾山口,3
京王高尾線,24003,快速,北野(東京都),京王片倉,2
京王高尾線,24003,快速,京王片倉,山田(東京都),2
京王高尾線,24003,快速,山田(東京都),めじろ台,1
京王高尾線,24003,快速,めじろ台,狭間,1
京王高尾線,24003,快速,狭間,高尾(東京都),1
京王高尾線,24003,快速,高尾(東京都),高尾山口,2
京王競馬場線,24004,普通,東府中,府中競馬正門前,3
京王動物園線,24005,普通,高幡不動,多摩動物公園,3
京王井の頭線,24006,普通,渋谷,神泉,1
京王井の頭線,24006,普通,神泉,駒場東大前,1
京王井の頭線,24006,普通,駒場東大前,池ノ上,1
京王井の頭線,24006,普通,池ノ上,下北沢,2
京王井の頭線,24006,普通,下北沢,新代田,1
京王井の頭線,24006,普通,新代田,東松原,1
京王井の頭線,24006,普通,東松原,明大前,1
京王井の頭線,24006,普通,明大前,永福町,2
京王井の頭線,24006,普通,永福町,西永福,1
京王井の頭線,24006,普通,西永福,浜田山,1
京王井の頭線,24006,普通,浜田山,高井戸,1
京王井の頭線,24006,普通,高井戸,富士見ケ丘,1
京王井の頭線,24006,普通,富士見ケ丘,久我山,1
京王井の頭線,24006,普通,久我山,三鷹台,2
京王井の頭線,24006,普通,三鷹台,井の頭公園,1
京王井の頭線,24006,普通,井の頭公園,吉祥寺,2
京王井の頭線,24006,急行,渋谷,下北沢,5
京王井の頭線,24006,急行,下北沢,明大前,3
京王井の頭線,24006,急行,明大前,永福町,2
京王井の頭線,24006,急行,永福町,久我山,6
京王井の頭線,24006,急行,久我山,吉祥寺,4
京王新線,24007,普通,新宿,初台,1
京王新線,24007,普通,初台,幡ケ谷,1
京王新線,24007,普通,幡ケ谷,笹塚,2
京王新線,24007,急行,新宿,初台,1
京王新線,24007,急行,初台,幡ケ谷,1
京王新線,24007,急行,幡ケ谷,笹塚,2
小田急線,25001,急行,新宿,代々木上原,5
小田急線,25001,急行,代々木上原,下北沢,2
小田急線,25001,急行,下北沢,経堂,4
小田急線,25001,急行,経堂,成城学園前,4
小田急線,25001,急行,成城学園前,登戸,4
小田急線,25001,急行,登戸,向ケ丘遊園,1
小田急線,25001,急行,向ケ丘遊園,新百合ケ丘,5
小田急線,25001,急行,新百合ケ丘,町田,7
小田急線,25001,急行,町田,相模大野,3
小田急線,25001,急行,相模大野,海老名(相鉄・小田急),8
小田急線,25001,急行,海老名(相鉄・小田急),本厚木,3
小田急線,25001,急行,本厚木,愛甲石田,3
小田急線,25001,急行,愛甲石田,伊勢原,3
小田急線,25001,急行,伊勢原,鶴巻温泉,3
小田急線,25001,急行,鶴巻温泉,東海大学前,1
小田急線,25001,急行,東海大学前,秦野,5
小田急線,25001,急行,秦野,渋沢,4
小田急線,25001,急行,渋沢,新松田,6
小田急線,25001,急行,新松田,開成,2
小田急線,25001,急行,開成,小田原,7
小田急線,25001,快速急行,新宿,代々木上原,5
小田急線,25001,快速急行,代々木上原,下北沢,2
小田急線,25001,快速急行,下北沢,登戸,9
小田急線,25001,快速急行,登戸,新百合ケ丘,5
小田急線,25001,快速急行,新百合ケ丘,町田,9
小田急線,25001,快速急行,町田,相模大野,2
小田急線,25001,快速急行,相模大野,海老名(相鉄・小田急),8
小田急線,25001,快速急行,海老名(相鉄・小田急),本厚木,3
小田急線,25001,快速急行,本厚木,愛甲石田,2
小田急線,25001,快速急行,愛甲石田,伊勢原,3
小田急線,25001,快速急行,伊勢原,鶴巻温泉,3
小田急線,25001,快速急行,鶴巻温泉,東海大学前,2
小田急線,25001,快速急行,東海大学前,秦野,5
小田急線,25001,快速急行,秦野,渋沢,3
小田急線,25001,快速急行,渋沢,新松田,6
小田急線,25001,快速急行,新松田,開成,2
小田急線,25001,快速急行,開成,小田原,7
小田急江ノ島線,25002,普通,相模大野,東林間,2
小田急江ノ島線,25002,普通,東林間,中央林間,1
小田急江ノ島線,25002,普通,中央林間,南林間,1
小田急江ノ島線,25002,普通,南林間,鶴間,1
小田急江ノ島線,25002,普通,鶴間,大和(神奈川県),3
小田急江ノ島線,25002,普通,大和(神奈川県),桜ケ丘,2
小田急江ノ島線,25002,普通,桜ケ丘,高座渋谷,2
小田急江ノ島線,25002,普通,高座渋谷,長後,2
小田急江ノ島線,25002,普通,長後,湘南台,2
小田急江ノ島線,25002,普通,湘南台,六会日大前,2
小田急江ノ島線,25002,普通,六会日大前,善行,3
小田急江ノ島線,25002,普通,善行,藤沢本町,2
小田急江ノ島線,25002,普通,藤沢本町,藤沢,3
小田急江ノ島線,25002,普通,藤沢,本鵠沼,2
小田急江ノ島線,25002,普通,本鵠沼,鵠沼海岸,2
小田急江ノ島線,25002,普通,鵠沼海岸,片瀬江ノ島,3
小田急江ノ島線,25002,特急,相模大野,大和(神奈川県),7
小田急江ノ島線,25002,特急,大和(神奈川県),藤沢,16
小田急江ノ島線,25002,特急,藤沢,片瀬江ノ島,5
小田急多摩線,25003,普通,新百合ケ丘,五月台,2
小田急多摩線,25003,普通,五月台,栗平,1
小田急多摩線,25003,普通,栗平,黒川(神奈川県),1
小田急多摩線,25003,普通,黒川(神奈川県),はるひ野,2
小田急多摩線,25003,普通,はるひ野,小田急永山,2
小田急多摩線,25003,普通,小田急永山,小田急多摩センター,3
小田急多摩線,25003,普通,小田急多摩センター,唐木田,2
小田急多摩線,25003,快速急行,新百合ケ丘,栗平,2
小田急多摩線,25003,快速急行,栗平,小田急永山,4
小田急多摩線,25003,快速急行,小田急永山,小田急多摩センター,2
小田急多摩線,25003,快速急行,小田急多摩センター,唐木田,2
小田急多摩線,25003,急行,新百合ケ丘,栗平,3
小田急多摩線,25003,急行,栗平,小田急永山,4
小田急多摩線,25003,急行,小田急永山,小田急多摩センター,3
小田急多摩線,25003,急行,小田急多摩センター,唐木田,2
東急東横線,26001,急行,渋谷,中目黒,3
東急東横線,26001,急行,中目黒,学芸大学,3
東急東横線,26001,急行,学芸大学,自由が丘,3
東急東横線,26001,急行,自由が丘,田園調布,2
東急東横線,26001,急行,田園調布,多摩川,2
東急東横線,26001,急行,多摩川,武蔵小杉,2
東急東横線,26001,急行,武蔵小杉,日吉(神奈川県),3
東急東横線,26001,急行,日吉(神奈川県),綱島,2
東急東横線,26001,急行,綱島,菊名,3
東急東横線,26001,急行,菊名,横浜,6
東急東横線,26001,普通,渋谷,代官山,3
東急東横線,26001,普通,代官山,中目黒,1
東急東横線,26001,普通,中目黒,祐天寺,1
東急東横線,26001,普通,祐天寺,学芸大学,1
東急東横線,26001,普通,学芸大学,都立大学,2
東急東横線,26001,普通,都立大学,自由が丘,3
東急東横線,26001,普通,自由が丘,田園調布,3
東急東横線,26001,普通,田園調布,多摩川,1
東急東横線,26001,普通,多摩川,新丸子,2
東急東横線,26001,普通,新丸子,武蔵小杉,1
東急東横線,26001,普通,武蔵小杉,元住吉,2
東急東横線,26001,普通,元住吉,日吉(神奈川県),2
東急東横線,26001,普通,日吉(神奈川県),綱島,2
東急東横線,26001,普通,綱島,大倉山(神奈川県),3
東急東横線,26001,普通,大倉山(神奈川県),菊名,2
東急東横線,26001,普通,菊名,妙蓮寺,3
東急東横線,26001,普通,妙蓮寺,白楽,2
東急東横線,26001,普通,白楽,東白楽,1
東急東横線,26001,普通,東白楽,反町,2
東急東横線,26001,普通,反町,横浜,2
東急東横線,26001,通勤特急,渋谷,中目黒,3
東急東横線,26001,通勤特急,中目黒,自由が丘,7
東急東横線,26001,通勤特急,自由が丘,武蔵小杉,5
東急東横線,26001,通勤特急,武蔵小杉,日吉(神奈川県),3
東急東横線,26001,通勤特急,日吉(神奈川県),菊名,5
東急東横線,26001,通勤特急,菊名,横浜,7
東急東横線,26001,特急,渋谷,中目黒,3
東急東横線,26001,特急,中目黒,自由が丘,7
東急東横線,26001,特急,自由が丘,武蔵小杉,4
東急東横線,26001,特急,武蔵小杉,菊名,6
東急東横線,26001,特急,菊名,横浜,7
東急目黒線,26002,普通,目黒,不動前,1
東急目黒線,26002,普通,不動前,武蔵小山,1
東急目黒線,26002,普通,武蔵小山,西小山,1
東急目黒線,26002,普通,西小山,洗足,1
東急目黒線,26002,普通,洗足,大岡山,1
東急目黒線,26002,普通,大岡山,奥沢,1
東急目黒線,26002,普通,奥沢,田園調布,1
東急目黒線,26002,普通,田園調布,多摩川,1
東急目黒線,26002,普通,多摩川,新丸子,2
東急目黒線,26002,普通,新丸子,武蔵小杉,1
東急目黒線,26002,普通,武蔵小杉,元住吉,1
東急目黒線,26002,普通,元住吉,日吉(神奈川県),2
東急目黒線,26002,急行,目黒,武蔵小山,2
東急目黒線,26002,急行,武蔵小山,大岡山,3
東急目黒線,26002,急行,大岡山,田園調布,3
東急目黒線,26002,急行,田園調布,多摩川,2
東急目黒線,26002,急行,多摩川,武蔵小杉,2
東急目黒線,26002,急行,武蔵小杉,日吉(神奈川県),4
東急田園都市線,26003,普通,渋谷,池尻大橋,3
東急田園都市線,26003,普通,池尻大橋,三軒茶屋,2
東急田園都市線,26003,普通,三軒茶屋,駒沢大学,2
東急田園都市線,26003,普通,駒沢大学,桜新町,2
東急田園都市線,26003,普通,桜新町,用賀,2
東急田園都市線,26003,普通,用賀,二子玉川,2
東急田園都市線,26003,普通,二子玉川,二子新地,1
東急田園都市線,26003,普通,二子新地,高津(神奈川県),1
東急田園都市線,26003,普通,高津(神奈川県),溝の口,2
東急田園都市線,26003,普通,溝の口,梶が谷,2
東急田園都市線,26003,普通,梶が谷,宮崎台,3
東急田園都市線,26003,普通,宮崎台,宮前平,1
東急田園都市線,26003,普通,宮前平,鷺沼,2
東急田園都市線,26003,普通,鷺沼,たまプラーザ,2
東急田園都市線,26003,普通,たまプラーザ,あざみ野,1
東急田園都市線,26003,普通,あざみ野,江田(神奈川県),2
東急田園都市線,26003,普通,江田(神奈川県),市が尾,2
東急田園都市線,26003,普通,市が尾,藤が丘(神奈川県),2
東急田園都市線,26003,普通,藤が丘(神奈川県),青葉台,1
東急田園都市線,26003,普通,青葉台,田奈,2
東急田園都市線,26003,普通,田奈,長津田,2
東急田園都市線,26003,普通,長津田,つくし野,2
東急田園都市線,26003,普通,つくし野,すずかけ台,1
東急田園都市線,26003,普通,すずかけ台,南町田グランベリーパーク,2
東急田園都市線,26003,普通,南町田グランベリーパーク,つきみ野,2
東急田園都市線,26003,普通,つきみ野,中央林間,3
東急田園都市線,26003,準急,渋谷,池尻大橋,3
東急田園都市線,26003,準急,池尻大橋,三軒茶屋,2
東急田園都市線,26003,準急,三軒茶屋,駒沢大学,2
東急田園都市線,26003,準急,駒沢大学,桜新町,2
東急田園都市線,26003,準急,桜新町,用賀,2
東急田園都市線,26003,準急,用賀,二子玉川,3
東急田園都市線,26003,準急,二子玉川,溝の口,3
東急田園都市線,26003,準急,溝の口,鷺沼,4
東急田園都市線,26003,準急,鷺沼,たまプラーザ,1
東急田園都市線,26003,準急,たまプラーザ,あざみ野,1
東急田園都市線,26003,準急,あざみ野,青葉台,4
東急田園都市線,26003,準急,青葉台,長津田,4
東急田園都市線,26003,準急,長津田,つくし野,2
東急田園都市線,26003,準急,つくし野,すずかけ台,2
東急田園都市線,26003,準急,すずかけ台,南町田グランベリーパーク,1
東急田園都市線,26003,準急,南町田グランベリーパーク,つきみ野,1
東急田園都市線,26003,準急,つきみ野,中央林間,3
東急田園都市線,26003,急行,渋谷,三軒茶屋,4
東急田園都市線,26003,急行,三軒茶屋,二子玉川,6
東急田園都市線,26003,急行,二子玉川,溝の口,3
東急田園都市線,26003,急行,溝の口,鷺沼,6
東急田園都市線,26003,急行,鷺沼,たまプラーザ,1
東急田園都市線,26003,急行,たまプラーザ,あざみ野,1
東急田園都市線,26003,急行,あざみ野,青葉台,4
東急田園都市線,26003,急行,青葉台,長津田,3
東急田園都市線,26003,急行,長津田,南町田グランベリーパーク,4
東急田園都市線,26003,急行,南町田グランベリーパーク,中央林間,4
東急大井町線,26004,普通,大井町,下神明,1
東急大井町線,26004,普通,下神明,戸越公園,2
東急大井町線,26004,普通,戸越公園,中延,1
東急大井町線,26004,普通,中延,荏原町,2
東急大井町線,26004,普通,荏原町,旗の台,1
東急大井町線,26004,普通,旗の台,北千束,2
東急大井町線,26004,普通,北千束,大岡山,1
東急大井町線,26004,普通,大岡山,緑が丘(東京都),1
東急大井町線,26004,普通,緑が丘(東京都),自由が丘,2
東急大井町線,26004,普通,自由が丘,九品仏,2
東急大井町線,26004,普通,九品仏,尾山台,1
東急大井町線,26004,普通,尾山台,等々力,2
東急大井町線,26004,普通,等々力,上野毛,1
東急大井町線,26004,普通,上野毛,二子玉川,2
東急大井町線,26004,普通,二子玉川,溝の口,3
東急大井町線,26004,急行,大井町,旗の台,5
東急大井町線,26004,急行,旗の台,大岡山,2
東急大井町線,26004,急行,大岡山,自由が丘,2
東急大井町線,26004,急行,自由が丘,二子玉川,7
東急大井町線,26004,急行,二子玉川,溝の口,3
東急池上線,26005,普通,五反田,大崎広小路,2
東急池上線,26005,普通,大崎広小路,戸越銀座,2
東急池上線,26005,普通,戸越銀座,荏原中延,1
東急池上線,26005,普通,荏原中延,旗の台,1
東急池上線,26005,普通,旗の台,長原(東京都),1
東急池上線,26005,普通,長原(東京都),洗足池,2
東急池上線,26005,普通,洗足池,石川台,1
東急池上線,26005,普通,石川台,雪が谷大塚,1
東急池上線,26005,普通,雪が谷大塚,御嶽山,2
東急池上線,26005,普通,御嶽山,久が原,1
東急池上線,26005,普通,久が原,千鳥町,2
東急池上線,26005,普通,千鳥町,池上,2
東急池上線,26005,普通,池上,蓮沼,3
東急池上線,26005,普通,蓮沼,蒲田,2
東急多摩川線,26006,普通,多摩川,沼部,2
東急多摩川線,26006,普通,沼部,鵜の木,1
東急多摩川線,26006,普通,鵜の木,下丸子,2
東急多摩川線,26006,普通,下丸子,武蔵新田,2
東急多摩川線,26006,普通,武蔵新田,矢口渡,1
東急多摩川線,26006,普通,矢口渡,蒲田,3
東急世田谷線,26007,普通,三軒茶屋,西太子堂,2
東急世田谷線,26007,普通,西太子堂,若林(東京都),2
東急世田谷線,26007,普通,若林(東京都),松陰神社前,2
東急世田谷線,26007,普通,松陰神社前,世田谷,1
東急世田谷線,26007,普通,世田谷,上町,1
東急世田谷線,26007,普通,上町,宮の坂,2
東急世田谷線,26007,普通,宮の坂,山下(東京都),2
東急世田谷線,26007,普通,山下(東京都),松原(東京都),2
東急世田谷線,26007,普通,松原(東京都),下高井戸,3
東急こどもの国線,26008,普通,長津田,恩田,3
東急こどもの国線,26008,普通,恩田,こどもの国(神奈川県),3
京急本線,27001,エアポート急行,泉岳寺,品川,2
京急本線,27001,エアポート急行,品川,青物横丁,2
京急本線,27001,エアポート急行,青物横丁,立会川,2
京急本線,27001,エアポート急行,立会川,平和島,4
京急本線,27001,エアポート急行,平和島,京急蒲田,4
京急本線,27001,エアポート急行,京急蒲田,糀谷,2
京急本線,27001,エアポート急行,糀谷,大鳥居,2
京急本線,27001,エアポート急行,大鳥居,穴守稲荷,1
京急本線,27001,エアポート急行,穴守稲荷,天空橋,1
京急本線,27001,エアポート急行,天空橋,羽田空港第３ターミナル(京急),2
京急本線,27001,エアポート急行,羽田空港第３ターミナル(京急),羽田空港第１・第２ターミナル(京急),2
京急本線,27001,エアポート快特,泉岳寺,品川,2
京急本線,27001,エアポート快特,品川,羽田空港第３ターミナル(京急),14
京急本線,27001,エアポート快特,羽田空港第３ターミナル(京急),羽田空港第１・第２ターミナル(京急),3
京急本線,27001,快特,泉岳寺,品川,2
京急本線,27001,快特,品川,京急蒲田,7
京急本線,27001,快特,京急蒲田,羽田空港第３ターミナル(京急),5
京急本線,27001,快特,羽田空港第３ターミナル(京急),羽田空港第１・第２ターミナル(京急),2
京急空港線,27002,特急,京急蒲田,糀谷,1
京急空港線,27002,特急,糀谷,大鳥居,1
京急空港線,27002,特急,大鳥居,穴守稲荷,0
京急空港線,27002,特急,穴守稲荷,天空橋,1
京急空港線,27002,特急,天空橋,羽田空港第３ターミナル(京急),1
京急空港線,27002,特急,羽田空港第３ターミナル(京急),羽田空港第１・第２ターミナル(京急),2
京急空港線,27002,エアポート急行,京急蒲田,糀谷,1
京急空港線,27002,エアポート急行,糀谷,大鳥居,1
京急空港線,27002,エアポート急行,大鳥居,穴守稲荷,1
京急空港線,27002,エアポート急行,穴守稲荷,天空橋,1
京急空港線,27002,エアポート急行,天空橋,羽田空港第３ターミナル(京急),1
京急空港線,27002,エアポート急行,羽田空港第３ターミナル(京急),羽田空港第１・第２ターミナル(京急),2
京急空港線,27002,快特,京急蒲田,羽田空港第３ターミナル(京急),6
京急空港線,27002,快特,羽田空港第３ターミナル(京急),羽田空港第１・第２ターミナル(京急),2
京急空港線,27002,普通,京急蒲田,糀谷,2
京急空港線,27002,普通,糀谷,大鳥居,1
京急空港線,27002,普通,大鳥居,穴守稲荷,1
京急空港線,27002,普通,穴守稲荷,天空橋,1
京急空港線,27002,普通,天空橋,羽田空港第３ターミナル(京急),2
京急空港線,27002,普通,羽田空港第３ターミナル(京急),羽田空港第１・第２ターミナル(京急),2
京急大師線,27003,普通,京急川崎,港町,2
京急大師線,27003,普通,港町,鈴木町,1
京急大師線,27003,普通,鈴木町,川崎大師,1
京急大師線,27003,普通,川崎大師,東門前,1
京急大師線,27003,普通,東門前,大師橋,1
京急大師線,27003,普通,大師橋,小島新田,2
京急逗子線,27004,普通,金沢八景(京急線),六浦,1
京急逗子線,27004,普通,六浦,神武寺,3
京急逗子線,27004,普通,神武寺,逗子・葉山,2
京急逗子線,27004,特急,金沢八景(京急線),六浦,1
京急逗子線,27004,特急,六浦,神武寺,3
京急逗子線,27004,特急,神武寺,逗子・葉山,2
京急逗子線,27004,エアポート急行,金沢八景(京急線),六浦,1
京急逗子線,27004,エアポート急行,六浦,神武寺,2
京急逗子線,27004,エアポート急行,神武寺,逗子・葉山,2
京急久里浜線,27005,特急,堀ノ内,新大津,2
京急久里浜線,27005,特急,新大津,北久里浜,1
京急久里浜線,27005,特急,北久里浜,京急久里浜,2
京急久里浜線,27005,特急,京急久里浜,ＹＲＰ野比,3
京急久里浜線,27005,特急,ＹＲＰ野比,京急長沢,1
京急久里浜線,27005,特急,京急長沢,津久井浜,1
京急久里浜線,27005,特急,津久井浜,三浦海岸,2
京急久里浜線,27005,特急,三浦海岸,三崎口,2
京急久里浜線,27005,快特,堀ノ内,新大津,1
京急久里浜線,27005,快特,新大津,北久里浜,2
京急久里浜線,27005,快特,北久里浜,京急久里浜,2
京急久里浜線,27005,快特,京急久里浜,ＹＲＰ野比,3
京急久里浜線,27005,快特,ＹＲＰ野比,京急長沢,2
京急久里浜線,27005,快特,京急長沢,津久井浜,2
京急久里浜線,27005,快特,津久井浜,三浦海岸,2
京急久里浜線,27005,快特,三浦海岸,三崎口,3
東京メトロ銀座線,28001,普通,浅草,田原町(東京都),2
東京メトロ銀座線,28001,普通,田原町(東京都),稲荷町(東京都),1
東京メトロ銀座線,28001,普通,稲荷町(東京都),上野,1
東京メトロ銀座線,28001,普通,上野,上野広小路,1
東京メトロ銀座線,28001,普通,上野広小路,末広町(東京都),1
東京メトロ銀座線,28001,普通,末広町(東京都),神田(東京都),1
東京メトロ銀座線,28001,普通,神田(東京都),三越前,1
東京メトロ銀座線,28001,普通,三越前,日本橋(東京都),1
東京メトロ銀座線,28001,普通,日本橋(東京都),京橋(東京都),1
東京メトロ銀座線,28001,普通,京橋(東京都),銀座,2
東京メトロ銀座線,28001,普通,銀座,新橋,1
東京メトロ銀座線,28001,普通,新橋,虎ノ門,1
東京メトロ銀座線,28001,普通,虎ノ門,溜池山王,1
東京メトロ銀座線,28001,普通,溜池山王,赤坂見附,1
東京メトロ銀座線,28001,普通,赤坂見附,青山一丁目,2
東京メトロ銀座線,28001,普通,青山一丁目,外苑前,2
東京メトロ銀座線,28001,普通,外苑前,表参道,1
東京メトロ銀座線,28001,普通,表参道,渋谷,2
東京メトロ丸ノ内線,28002,普通,池袋,新大塚,3
東京メトロ丸ノ内線,28002,普通,新大塚,茗荷谷,2
東京メトロ丸ノ内線,28002,普通,茗荷谷,後楽園,2
東京メトロ丸ノ内線,28002,普通,後楽園,本郷三丁目,1
東京メトロ丸ノ内線,28002,普通,本郷三丁目,御茶ノ水,1
東京メトロ丸ノ内線,28002,普通,御茶ノ水,淡路町,1
東京メトロ丸ノ内線,28002,普通,淡路町,大手町(東京都),1
東京メトロ丸ノ内線,28002,普通,大手町(東京都),東京,1
東京メトロ丸ノ内線,28002,普通,東京,銀座,2
東京メトロ丸ノ内線,28002,普通,銀座,霞ケ関(東京都),2
東京メトロ丸ノ内線,28002,普通,霞ケ関(東京都),国会議事堂前,2
東京メトロ丸ノ内線,28002,普通,国会議事堂前,赤坂見附,2
東京メトロ丸ノ内線,28002,普通,赤坂見附,四ツ谷,2
東京メトロ丸ノ内線,28002,普通,四ツ谷,四谷三丁目,1
東京メトロ丸ノ内線,28002,普通,四谷三丁目,新宿御苑前,1
東京メトロ丸ノ内線,28002,普通,新宿御苑前,新宿三丁目,2
東京メトロ丸ノ内線,28002,普通,新宿三丁目,新宿(東京メトロ),1
東京メトロ丸ノ内線,28002,普通,新宿(東京メトロ),西新宿,1
東京メトロ丸ノ内線,28002,普通,西新宿,中野坂上,1
東京メトロ丸ノ内線,28002,普通,中野坂上,新中野,1
東京メトロ丸ノ内線,28002,普通,新中野,東高円寺,1
東京メトロ丸ノ内線,28002,普通,東高円寺,新高円寺,1
東京メトロ丸ノ内線,28002,普通,新高円寺,南阿佐ケ谷,2
東京メトロ丸ノ内線,28002,普通,南阿佐ケ谷,荻窪,3
東京メトロ丸ノ内線,28002,普通,池袋,新大塚,3
東京メトロ丸ノ内線,28002,普通,新大塚,茗荷谷,2
東京メトロ丸ノ内線,28002,普通,茗荷谷,後楽園,2
東京メトロ丸ノ内線,28002,普通,後楽園,本郷三丁目,1
東京メトロ丸ノ内線,28002,普通,本郷三丁目,御茶ノ水,1
東京メトロ丸ノ内線,28002,普通,御茶ノ水,淡路町,1
東京メトロ丸ノ内線,28002,普通,淡路町,大手町(東京都),1
東京メトロ丸ノ内線,28002,普通,大手町(東京都),東京,1
東京メトロ丸ノ内線,28002,普通,東京,銀座,2
東京メトロ丸ノ内線,28002,普通,銀座,霞ケ関(東京都),2
東京メトロ丸ノ内線,28002,普通,霞ケ関(東京都),国会議事堂前,2
東京メトロ丸ノ内線,28002,普通,国会議事堂前,赤坂見附,2
東京メトロ丸ノ内線,28002,普通,赤坂見附,四ツ谷,2
東京メトロ丸ノ内線,28002,普通,四ツ谷,四谷三丁目,1
東京メトロ丸ノ内線,28002,普通,四谷三丁目,新宿御苑前,1
東京メトロ丸ノ内線,28002,普通,新宿御苑前,新宿三丁目,2
東京メトロ丸ノ内線,28002,普通,新宿三丁目,新宿(東京メトロ),1
東京メトロ丸ノ内線,28002,普通,新宿(東京メトロ),西新宿,1
東京メトロ丸ノ内線,28002,普通,西新宿,中野坂上,1
東京メトロ丸ノ内線,28002,普通,中野坂上,中野新橋,2
東京メトロ丸ノ内線,28002,普通,中野新橋,中野富士見町,1
東京メトロ丸ノ内線,28002,普通,中野富士見町,方南町,2
東京メトロ日比谷線,28003,普通,北千住,南千住,3
東京メトロ日比谷線,28003,普通,南千住,三ノ輪,1
東京メトロ日比谷線,28003,普通,三ノ輪,入谷(東京都),2
東京メトロ日比谷線,28003,普通,入谷(東京都),上野,2
東京メトロ日比谷線,28003,普通,上野,仲御徒町,1
東京メトロ日比谷線,28003,普通,仲御徒町,秋葉原,2
東京メトロ日比谷線,28003,普通,秋葉原,小伝馬町,2
東京メトロ日比谷線,28003,普通,小伝馬町,人形町,1
東京メトロ日比谷線,28003,普通,人形町,茅場町,2
東京メトロ日比谷線,28003,普通,茅場町,八丁堀(東京都),1
東京メトロ日比谷線,28003,普通,八丁堀(東京都),築地,2
東京メトロ日比谷線,28003,普通,築地,東銀座,1
東京メトロ日比谷線,28003,普通,東銀座,銀座,1
東京メトロ日比谷線,28003,普通,銀座,日比谷,1
東京メトロ日比谷線,28003,普通,日比谷,霞ケ関(東京都),3
東京メトロ日比谷線,28003,普通,霞ケ関(東京都),虎ノ門ヒルズ,1
東京メトロ日比谷線,28003,普通,虎ノ門ヒルズ,神谷町,1
東京メトロ日比谷線,28003,普通,神谷町,六本木,3
東京メトロ日比谷線,28003,普通,六本木,広尾,3
東京メトロ日比谷線,28003,普通,広尾,恵比寿,3
東京メトロ日比谷線,28003,普通,恵比寿,中目黒,3
東京メトロ東西線,28004,普通,中野(東京都),落合(東京都),3
東京メトロ東西線,28004,普通,落合(東京都),高田馬場,2
東京メトロ東西線,28004,普通,高田馬場,早稲田(東京メトロ),3
東京メトロ東西線,28004,普通,早稲田(東京メトロ),神楽坂,2
東京メトロ東西線,28004,普通,神楽坂,飯田橋,2
東京メトロ東西線,28004,普通,飯田橋,九段下,1
東京メトロ東西線,28004,普通,九段下,竹橋,2
東京メトロ東西線,28004,普通,竹橋,大手町(東京都),2
