管理都道府県・整備局,管理市区町村,公園名,公園種別,所在地都道府県名,所在地市区町村名,供用開始年,供用済面積（m2）,都市計画決定,備考,lat,lon,type
神奈川県,横浜市,別所矢畑公園,街区公園,神奈川県,横浜市,1980,198.0,未決定,,35.41774,139.58536,small
神奈川県,横浜市,別所四丁目第二公園,街区公園,神奈川県,横浜市,1986,385.0,未決定,,35.41344837,139.58221673,small
神奈川県,横浜市,別所四丁目公園,街区公園,神奈川県,横浜市,1982,304.0,未決定,,35.41256798,139.58345623,small
神奈川県,横浜市,堀ノ内公園,街区公園,神奈川県,横浜市,1959,1762.0,決定,,35.42921,139.61769,small
神奈川県,横浜市,堀ノ内第二公園,街区公園,神奈川県,横浜市,1960,363.0,決定,,35.42867,139.61668,small
神奈川県,横浜市,蒔田伊勢山公園,街区公園,神奈川県,横浜市,1966,3420.0,未決定,,35.427806,139.61300967,small
神奈川県,横浜市,蒔田三度台公園,街区公園,神奈川県,横浜市,1992,1526.0,未決定,,35.42329126,139.61408928,small
神奈川県,横浜市,蒔田の森公園,街区公園,神奈川県,横浜市,2000,6400.0,未決定,,35.42855474,139.61071162,small
神奈川県,横浜市,蒔田見晴らし公園,街区公園,神奈川県,横浜市,1996,633.0,未決定,,35.42315837,139.61381687,small
神奈川県,横浜市,蒔田谷戸田上第二公園,街区公園,神奈川県,横浜市,1996,1268.0,未決定,,35.42422415,139.61310028,small
神奈川県,横浜市,蒔田谷戸田上公園,街区公園,神奈川県,横浜市,1989,614.0,未決定,,35.42314488,139.6133062,small
神奈川県,横浜市,真金町公園,街区公園,神奈川県,横浜市,1974,999.0,決定,,35.4363194,139.63015151,small
神奈川県,横浜市,南太田二丁目フレンド公園,街区公園,神奈川県,横浜市,1991,1341.0,未決定,,35.43648742,139.60681564,small
神奈川県,横浜市,南太田公園,街区公園,神奈川県,横浜市,1958,1804.0,決定,,35.43481778,139.61111957,small
神奈川県,横浜市,三春台第二公園,街区公園,神奈川県,横浜市,1989,3197.0,決定,,35.44107805,139.61868587,small
神奈川県,横浜市,三春台公園,街区公園,神奈川県,横浜市,1969,3026.0,決定,,35.44290749,139.6149931,small
神奈川県,横浜市,六ツ川一丁目第二公園,街区公園,神奈川県,横浜市,1985,1323.0,未決定,,35.42649063,139.59301085,small
神奈川県,横浜市,六ツ川一丁目公園,街区公園,神奈川県,横浜市,1978,2180.0,未決定,,35.42399977,139.58582543,small
神奈川県,横浜市,六ツ川二丁目第一公園,街区公園,神奈川県,横浜市,1974,2227.0,未決定,,35.42094366,139.58484414,small
神奈川県,横浜市,六ツ川二丁目第二公園,街区公園,神奈川県,横浜市,1976,1049.0,未決定,,35.420214,139.58116429,small
神奈川県,横浜市,六ツ川二丁目第四公園,街区公園,神奈川県,横浜市,1984,673.0,未決定,,35.4198,139.58145,small
神奈川県,横浜市,六ッ川二丁目南公園,街区公園,神奈川県,横浜市,1977,166.0,未決定,,35.41861866,139.58402045,small
神奈川県,横浜市,六ツ川三丁目公園,街区公園,神奈川県,横浜市,1977,6836.0,未決定,,35.42794417,139.57672264,small
神奈川県,横浜市,六ツ川四丁目公園,街区公園,神奈川県,横浜市,1979,1526.0,未決定,,35.42354505,139.57097691,small
神奈川県,横浜市,六ッ川一丁目第三公園,街区公園,神奈川県,横浜市,2000,429.0,未決定,,35.42555426,139.5887564,small
神奈川県,横浜市,六ッ川一丁目第四公園,街区公園,神奈川県,横浜市,2000,281.0,未決定,,35.42648388,139.59515241,small
神奈川県,横浜市,六ツ川一丁目はなみずき公園,街区公園,神奈川県,横浜市,1998,506.0,未決定,,35.42408,139.59143,small
神奈川県,横浜市,六ッ川公園,街区公園,神奈川県,横浜市,1970,7097.0,決定,,35.42752117,139.58201646,small
神奈川県,横浜市,六ツ川三丁目第二公園,街区公園,神奈川県,横浜市,1992,1057.0,未決定,,35.42929337,139.58366009,small
神奈川県,横浜市,六ツ川二丁目ふれあい公園,街区公園,神奈川県,横浜市,1993,1267.0,未決定,,35.42347103,139.57902093,small
神奈川県,横浜市,睦町二丁目公園,街区公園,神奈川県,横浜市,1981,252.0,未決定,,35.42771662,139.62198155,small
神奈川県,横浜市,睦町公園,街区公園,神奈川県,横浜市,1957,3953.0,決定,,35.43083108,139.61802737,small
神奈川県,横浜市,餅井坂公園,街区公園,神奈川県,横浜市,1987,1609.0,未決定,,35.41439786,139.59184231,small
神奈川県,横浜市,門前公園,街区公園,神奈川県,横浜市,1960,725.0,決定,,35.42730968,139.61727848,small
神奈川県,横浜市,谷戸田第二公園,街区公園,神奈川県,横浜市,1979,392.0,未決定,,35.42382617,139.61161766,small
神奈川県,横浜市,谷戸田公園,街区公園,神奈川県,横浜市,1998,496.0,未決定,,35.42320666,139.61295304,small
神奈川県,横浜市,山ノ下公園,街区公園,神奈川県,横浜市,1956,893.0,決定,,35.43382,139.63283,small
神奈川県,横浜市,上永谷緑地,都市緑地,神奈川県,横浜市,1994,12130.0,未決定,,35.40653022,139.56880773,etc
神奈川県,横浜市,日野五丁目緑地,都市緑地,神奈川県,横浜市,1999,391.0,未決定,,35.39388,139.58305,etc
神奈川県,横浜市,久良岐公園,総合公園,神奈川県,横浜市,1973,230762.0,決定,,35.40547274,139.60737516,middle
神奈川県,横浜市,港南台さえずりの丘公園,地区公園（カントリーパーク）,神奈川県,横浜市,1994,35025.0,未決定,,35.36462235,139.58847234,small
神奈川県,横浜市,港南台中央公園,地区公園（カントリーパーク）,神奈川県,横浜市,1980,41400.0,決定,,35.37574702,139.58067364,small
神奈川県,横浜市,日野中央公園,地区公園（カントリーパーク）,神奈川県,横浜市,1990,54221.0,決定,,35.38663905,139.58378537,small
神奈川県,横浜市,鍛冶ヶ谷南公園,近隣公園,神奈川県,横浜市,1977,20008.0,未決定,,35.3731139,139.56059585,small
神奈川県,横浜市,港南台北公園,近隣公園,神奈川県,横浜市,1988,21801.0,決定,,35.38139396,139.57979564,small
神奈川県,横浜市,港南台西公園,近隣公園,神奈川県,横浜市,1983,26016.0,決定,,35.37295528,139.57242302,small
神奈川県,横浜市,港南台南公園,近隣公園,神奈川県,横浜市,1978,21622.0,決定,,35.36932,139.58812,small
神奈川県,横浜市,港南ふれあい公園,近隣公園,神奈川県,横浜市,2002,9701.0,未決定,,35.40166582,139.59361122,small
神奈川県,横浜市,笹下中央公園,近隣公園,神奈川県,横浜市,1996,7384.0,未決定,,35.39239173,139.59663258,small
神奈川県,横浜市,下永谷八木中央公園,近隣公園,神奈川県,横浜市,1983,11231.0,決定,,35.40537757,139.55824591,small
神奈川県,横浜市,芹が谷一丁目公園,近隣公園,神奈川県,横浜市,2000,8477.0,未決定,,35.41779237,139.57834952,small
神奈川県,横浜市,野庭中央公園,近隣公園,神奈川県,横浜市,1975,20064.0,未決定,,35.38914527,139.57128679,small
神奈川県,横浜市,日限山公園,近隣公園,神奈川県,横浜市,1978,11168.0,決定,,35.39938167,139.56041509,small
神奈川県,横浜市,日野南公園,近隣公園,神奈川県,横浜市,1977,10576.0,未決定,,35.37668,139.56044,small
神奈川県,横浜市,丸山台公園,近隣公園,神奈川県,横浜市,1984,23597.0,決定,,35.39516233,139.56310073,small
神奈川県,横浜市,井土ノ久保公園,街区公園,神奈川県,横浜市,1979,401.0,未決定,,35.41088,139.58185,small
神奈川県,横浜市,井土ノ久保北公園,街区公園,神奈川県,横浜市,1978,261.0,未決定,,35.41116,139.58229,small
神奈川県,横浜市,兎ヶ谷公園,街区公園,神奈川県,横浜市,1987,1853.0,未決定,,35.38221879,139.58794296,small
神奈川県,横浜市,臼杵公園,街区公園,神奈川県,横浜市,1978,2807.0,決定,,35.37228,139.58925,small
神奈川県,横浜市,榎戸公園,街区公園,神奈川県,横浜市,1979,3200.0,決定,,35.36740351,139.58494743,small
神奈川県,横浜市,大北公園,街区公園,神奈川県,横浜市,1983,1159.0,未決定,,35.39249748,139.58196482,small
神奈川県,横浜市,大久保公園,街区公園,神奈川県,横浜市,1994,1270.0,未決定,,35.40873655,139.59225719,small
神奈川県,横浜市,大久保三丁目公園,街区公園,神奈川県,横浜市,1984,736.0,未決定,,35.40868596,139.58291878,small
神奈川県,横浜市,籠森公園,街区公園,神奈川県,横浜市,1981,2709.0,決定,,35.40153,139.56821,small
神奈川県,横浜市,金井谷第二公園,街区公園,神奈川県,横浜市,1976,1624.0,未決定,,35.38395305,139.57265544,small
神奈川県,横浜市,金井谷第一公園,街区公園,神奈川県,横浜市,1976,2488.0,未決定,,35.38517973,139.57596085,small
神奈川県,横浜市,金井谷第三公園,街区公園,神奈川県,横浜市,1987,1675.0,未決定,,35.38237741,139.57235847,small
神奈川県,横浜市,上大岡公園,街区公園,神奈川県,横浜市,1951,1329.0,未決定,,35.40347411,139.5959999,small
神奈川県,横浜市,上大岡第三公園,街区公園,神奈川県,横浜市,1991,74.0,未決定,,35.40301976,139.59751841,small
神奈川県,横浜市,上大岡東一丁目公園,街区公園,神奈川県,横浜市,1984,1090.0,未決定,,35.40780977,139.59810452,small
神奈川県,横浜市,上大岡東公園,街区公園,神奈川県,横浜市,1978,457.0,未決定,,35.40805357,139.60343857,small
神奈川県,横浜市,上永谷第二公園,街区公園,神奈川県,横浜市,1983,177.0,未決定,,35.40552402,139.57622643,small
神奈川県,横浜市,上永谷第三公園,街区公園,神奈川県,横浜市,1988,468.0,未決定,,35.40555775,139.57691625,small
神奈川県,横浜市,上永谷中里公園,街区公園,神奈川県,横浜市,1975,2341.0,未決定,,35.40232146,139.56590258,small
神奈川県,横浜市,上永谷中里第二公園,街区公園,神奈川県,横浜市,1976,1839.0,未決定,,35.40207824,139.56396582,small
神奈川県,横浜市,上永谷中里第三公園,街区公園,神奈川県,横浜市,1984,276.0,未決定,,35.40049202,139.56656108,small
神奈川県,横浜市,上永谷中里第四公園,街区公園,神奈川県,横浜市,1985,337.0,未決定,,35.40046491,139.5661776,small
神奈川県,横浜市,上永谷中里第五公園,街区公園,神奈川県,横浜市,1989,223.0,未決定,,35.40070101,139.5664247,small
神奈川県,横浜市,上永谷半在家公園,街区公園,神奈川県,横浜市,1978,597.0,未決定,,35.40861346,139.56833,small
神奈川県,横浜市,上永谷六丁目公園,街区公園,神奈川県,横浜市,2001,314.0,未決定,,35.40565893,139.56483913,small
神奈川県,横浜市,勧永公園,街区公園,神奈川県,横浜市,1983,3752.0,未決定,,35.40348468,139.57593502,small
神奈川県,横浜市,港南一丁目公園,街区公園,神奈川県,横浜市,1986,899.0,未決定,,35.40543045,139.58928578,small
神奈川県,横浜市,港南一丁目第二公園,街区公園,神奈川県,横浜市,1997,260.0,未決定,,35.40561677,139.58877717,small
神奈川県,横浜市,港南二丁目第二公園,街区公園,神奈川県,横浜市,1996,425.0,未決定,,35.40534695,139.58487501,small
神奈川県,横浜市,港南二丁目公園,街区公園,神奈川県,横浜市,1988,501.0,未決定,,35.40323056,139.5894567,small
神奈川県,横浜市,港南六丁目公園,街区公園,神奈川県,横浜市,1979,1523.0,決定,,35.39351266,139.59043493,small
神奈川県,横浜市,港南荻久保公園,街区公園,神奈川県,横浜市,1994,1125.0,未決定,,35.40513435,139.58740067,small
神奈川県,横浜市,港南台九丁目公園,街区公園,神奈川県,横浜市,1999,697.0,未決定,,35.36738944,139.58094582,small
神奈川県,横浜市,港南台大久保公園,街区公園,神奈川県,横浜市,1984,3122.0,決定,,35.37012123,139.57530235,small
神奈川県,横浜市,港南台原公園,街区公園,神奈川県,横浜市,1984,3000.0,決定,,35.37362149,139.56827835,small
神奈川県,横浜市,港南台宮田公園,街区公園,神奈川県,横浜市,1978,2700.0,決定,,35.37468954,139.5876589,small
神奈川県,横浜市,小坪公園,街区公園,神奈川県,横浜市,1981,3450.0,決定,,35.37551438,139.57319773,small
神奈川県,横浜市,最戸二丁目第二公園,街区公園,神奈川県,横浜市,2003,543.0,未決定,,35.4113,139.5909,small
神奈川県,横浜市,最戸二丁目公園,街区公園,神奈川県,横浜市,1994,1538.0,未決定,,35.41211371,139.59006049,small
神奈川県,横浜市,笹下七丁目公園,街区公園,神奈川県,横浜市,1983,151.0,未決定,,35.38987,139.59131,small
神奈川県,横浜市,笹下明ヶ沢公園,街区公園,神奈川県,横浜市,1975,1678.0,未決定,,35.38950482,139.5917132,small
神奈川県,横浜市,笹下御下公園,街区公園,神奈川県,横浜市,1972,537.0,未決定,,35.38946252,139.59840149,small
神奈川県,横浜市,笹下杉本公園,街区公園,神奈川県,横浜市,1984,385.0,未決定,,35.39396291,139.59584275,small
神奈川県,横浜市,笹下杉本第二公園,街区公園,神奈川県,横浜市,1977,282.0,未決定,,35.39319,139.59628,small
神奈川県,横浜市,笹下天王谷公園,街区公園,神奈川県,横浜市,1999,7396.0,未決定,,35.39724606,139.60079767,small
神奈川県,横浜市,笹下奈良郷公園,街区公園,神奈川県,横浜市,1973,1460.0,決定,,35.38737929,139.59470872,small
神奈川県,横浜市,笹下奈良郷第二公園,街区公園,神奈川県,横浜市,1978,546.0,未決定,,35.38693,139.59206,small
神奈川県,横浜市,笹下奈良郷第三公園,街区公園,神奈川県,横浜市,1977,683.0,未決定,,35.38618981,139.59258666,small
神奈川県,横浜市,笹下菱田公園,街区公園,神奈川県,横浜市,1977,403.0,未決定,,35.39272449,139.59514778,small
神奈川県,横浜市,笹下松本公園,街区公園,神奈川県,横浜市,1967,417.0,未決定,,35.40227354,139.59353904,small
神奈川県,横浜市,笹下室ノ木公園,街区公園,神奈川県,横浜市,1973,1258.0,決定,,35.40196192,139.58470211,small
神奈川県,横浜市,笹野橋公園,街区公園,神奈川県,横浜市,1999,458.0,未決定,,35.40458176,139.59289554,small
神奈川県,横浜市,四反田公園,街区公園,神奈川県,横浜市,1981,2738.0,決定,,35.37711,139.57846,small
神奈川県,横浜市,四ッ切公園,街区公園,神奈川県,横浜市,1982,4084.0,決定,,35.37984,139.58214,small
神奈川県,横浜市,下永谷第一公園,街区公園,神奈川県,横浜市,1974,1615.0,決定,,35.41324521,139.55712259,small
神奈川県,横浜市,下永谷第二公園,街区公園,神奈川県,横浜市,1973,2616.0,決定,,35.41191279,139.55457897,small
神奈川県,横浜市,下永谷第三公園,街区公園,神奈川県,横浜市,1976,323.0,未決定,,35.40854472,139.55568862,small
神奈川県,横浜市,下永谷第四公園,街区公園,神奈川県,横浜市,1974,604.0,未決定,,35.41130615,139.56823678,small
神奈川県,横浜市,下永谷第五公園,街区公園,神奈川県,横浜市,1980,485.0,未決定,,35.41481028,139.56545067,small
神奈川県,横浜市,下永谷東公園,街区公園,神奈川県,横浜市,1976,3005.0,決定,,35.4075031,139.58202937,small
神奈川県,横浜市,下永谷一丁目公園,街区公園,神奈川県,横浜市,2001,548.0,未決定,,35.41564855,139.56178896,small
神奈川県,横浜市,下永谷三丁目公園,街区公園,神奈川県,横浜市,1992,2386.0,未決定,,35.40462007,139.56329637,small
神奈川県,横浜市,下永谷角田公園,街区公園,神奈川県,横浜市,1986,329.0,未決定,,35.41673,139.56503,small
神奈川県,横浜市,下永谷長町公園,街区公園,神奈川県,横浜市,1987,1891.0,未決定,,35.41234247,139.56362544,small
神奈川県,横浜市,下永谷長町第二公園,街区公園,神奈川県,横浜市,1989,255.0,未決定,,35.41565909,139.56258689,small
神奈川県,横浜市,下永谷八木第二公園,街区公園,神奈川県,横浜市,1978,2577.0,決定,,35.40617492,139.55892992,small
神奈川県,横浜市,下永谷八木第三公園,街区公園,神奈川県,横浜市,1978,584.0,未決定,,35.40675539,139.55684161,small
神奈川県,横浜市,下永谷松原公園,街区公園,神奈川県,横浜市,1985,195.0,未決定,,35.41147,139.56363,small
神奈川県,横浜市,下永谷松原第二公園,街区公園,神奈川県,横浜市,1984,1311.0,未決定,,35.40926388,139.56630859,small
神奈川県,横浜市,下野庭公園,街区公園,神奈川県,横浜市,1990,5024.0,未決定,,35.39737449,139.57774997,small
神奈川県,横浜市,芹が谷第一公園,街区公園,神奈川県,横浜市,1986,809.0,未決定,,35.41687225,139.57686402,small
神奈川県,横浜市,芹が谷第二公園,街区公園,神奈川県,横浜市,1973,516.0,未決定,,35.41806514,139.57290034,small
神奈川県,横浜市,芹が谷第三公園,街区公園,神奈川県,横浜市,1975,504.0,未決定,,35.41872,139.57138,small
神奈川県,横浜市,芹が谷第四公園,街区公園,神奈川県,横浜市,1975,793.0,未決定,,35.41452962,139.57486431,small
神奈川県,横浜市,芹が谷第五公園,街区公園,神奈川県,横浜市,1975,787.0,未決定,,35.41256015,139.57596542,small
神奈川県,横浜市,芹が谷第六公園,街区公園,神奈川県,横浜市,1972,887.0,未決定,,35.41244613,139.57942061,small
神奈川県,横浜市,芹が谷第七公園,街区公園,神奈川県,横浜市,1984,465.0,未決定,,35.41044,139.57292,small
神奈川県,横浜市,芹が谷台公園,街区公園,神奈川県,横浜市,1983,2505.0,未決定,,35.41478876,139.57815497,small
神奈川県,横浜市,芹が谷二丁目公園,街区公園,神奈川県,横浜市,1987,1010.0,未決定,,35.41884172,139.57263679,small
神奈川県,横浜市,たかのす公園,街区公園,神奈川県,横浜市,1978,2700.0,決定,,35.37032019,139.59086198,small
神奈川県,横浜市,立野第一公園,街区公園,神奈川県,横浜市,1973,887.0,未決定,,35.38643875,139.60537886,small
神奈川県,横浜市,立野第二公園,街区公園,神奈川県,横浜市,1973,618.0,未決定,,35.38742,139.60362,small
神奈川県,横浜市,立野第三公園,街区公園,神奈川県,横浜市,2003,203.0,未決定,,35.3863,139.60501,small
神奈川県,横浜市,立野第四公園,街区公園,神奈川県,横浜市,1981,239.0,未決定,,35.38732,139.60313,small
神奈川県,横浜市,寺尾公園,街区公園,神奈川県,横浜市,1983,673.0,未決定,,35.39199473,139.58462239,small
神奈川県,横浜市,殿屋敷公園,街区公園,神奈川県,横浜市,1992,2705.0,未決定,,35.41309916,139.56171432,small
神奈川県,横浜市,永作公園,街区公園,神奈川県,横浜市,1978,455.0,未決定,,35.40082548,139.57821494,small
神奈川県,横浜市,南高台公園,街区公園,神奈川県,横浜市,2000,303.0,未決定,,35.40347385,139.58018915,small
神奈川県,横浜市,西洗第一公園,街区公園,神奈川県,横浜市,1975,6708.0,決定,,35.39380872,139.56082838,small
神奈川県,横浜市,西洗第二公園,街区公園,神奈川県,横浜市,1975,3294.0,決定,,35.39019111,139.5609676,small
神奈川県,横浜市,西洗第三公園,街区公園,神奈川県,横浜市,1975,4342.0,決定,,35.38755824,139.55742381,small
神奈川県,横浜市,野庭表町公園,街区公園,神奈川県,横浜市,1976,4247.0,未決定,,35.380209,139.56696672,small
神奈川県,横浜市,野庭しいのき公園,街区公園,神奈川県,横浜市,1986,712.0,未決定,,35.38993,139.57416,small
神奈川県,横浜市,野庭すずかけ公園,街区公園,神奈川県,横浜市,1977,2911.0,未決定,,35.38853261,139.56595421,small
神奈川県,横浜市,野庭チビッコ公園,街区公園,神奈川県,横浜市,1976,4525.0,未決定,,35.39128987,139.56821971,small
神奈川県,横浜市,野庭永作公園,街区公園,神奈川県,横浜市,1984,1420.0,未決定,,35.3986391,139.57772465,small
神奈川県,横浜市,野庭永作第二公園,街区公園,神奈川県,横浜市,1995,1126.0,未決定,,35.40105,139.57527,small
神奈川県,横浜市,野庭なかよし公園,街区公園,神奈川県,横浜市,1976,4267.0,未決定,,35.38721617,139.5685994,small
神奈川県,横浜市,野庭はなみずき公園,街区公園,神奈川県,横浜市,1985,399.0,未決定,,35.39875863,139.57335589,small
神奈川県,横浜市,野庭三谷町公園,街区公園,神奈川県,横浜市,1977,3160.0,未決定,,35.37899622,139.56203073,small
神奈川県,横浜市,野庭もくせい公園,街区公園,神奈川県,横浜市,1987,357.0,未決定,,35.39014,139.5648,small
神奈川県,横浜市,野庭ゆりのき公園,街区公園,神奈川県,横浜市,1977,2600.0,未決定,,35.39691841,139.57357336,small
神奈川県,横浜市,野庭わんぱく公園,街区公園,神奈川県,横浜市,1976,4497.0,未決定,,35.38379551,139.56953597,small
神奈川県,横浜市,東芹が谷公園,街区公園,神奈川県,横浜市,1987,2657.0,未決定,,35.41360708,139.57850935,small
神奈川県,横浜市,東芹が谷第二公園,街区公園,神奈川県,横浜市,1998,610.0,未決定,,35.41313026,139.57718043,small
神奈川県,横浜市,東永谷二丁目公園,街区公園,神奈川県,横浜市,1980,161.0,未決定,,35.40747734,139.57767603,small
神奈川県,横浜市,東永谷三丁目公園,街区公園,神奈川県,横浜市,1987,2445.0,未決定,,35.41138883,139.57528197,small
神奈川県,横浜市,東永谷三丁目第二公園,街区公園,神奈川県,横浜市,1995,1455.0,未決定,,35.4115,139.5779,small
神奈川県,横浜市,東永谷桜台公園,街区公園,神奈川県,横浜市,1990,3521.0,未決定,,35.40730477,139.57891435,small
神奈川県,横浜市,日限山二丁目公園,街区公園,神奈川県,横浜市,1995,1313.0,未決定,,35.39749888,139.56141057,small
神奈川県,横浜市,日限山八木公園,街区公園,神奈川県,横浜市,1974,912.0,決定,,35.40116832,139.56297996,small
神奈川県,横浜市,日野八丁目公園,街区公園,神奈川県,横浜市,1987,1184.0,未決定,,35.38659,139.5762,small
神奈川県,横浜市,日野大多良公園,街区公園,神奈川県,横浜市,1976,727.0,未決定,,35.37702675,139.57319367,small
神奈川県,横浜市,日野大多良第二公園,街区公園,神奈川県,横浜市,1983,300.0,未決定,,35.37699566,139.57256085,small
神奈川県,横浜市,日野御所ヶ谷公園,街区公園,神奈川県,横浜市,1985,1480.0,未決定,,35.3889887,139.57888904,small
神奈川県,横浜市,日野御所ヶ谷第二公園,街区公園,神奈川県,横浜市,1987,1436.0,未決定,,35.38672,139.57742,small
神奈川県,横浜市,日野御所ヶ谷第三公園,街区公園,神奈川県,横浜市,1992,351.0,未決定,,35.38579,139.57913,small
神奈川県,横浜市,日野沢ケ谷公園,街区公園,神奈川県,横浜市,1975,2721.0,未決定,,35.37986,139.58543,small
神奈川県,横浜市,日野三丁目公園,街区公園,神奈川県,横浜市,1997,940.0,未決定,,35.39831949,139.57950899,small
神奈川県,横浜市,日野三丁目第二公園,街区公園,神奈川県,横浜市,2002,1155.0,未決定,,35.39708602,139.5789617,small
神奈川県,横浜市,日野下根公園,街区公園,神奈川県,横浜市,1976,188.0,未決定,,35.4,139.58353,small
神奈川県,横浜市,日野下根第三公園,街区公園,神奈川県,横浜市,1983,226.0,未決定,,35.39888,139.58304,small
神奈川県,横浜市,日野中央二丁目公園,街区公園,神奈川県,横浜市,1999,3798.0,未決定,,35.38397173,139.58859649,small
神奈川県,横浜市,日野中央三丁目第一公園,街区公園,神奈川県,横浜市,1998,2156.0,未決定,,35.37974255,139.59053292,small
神奈川県,横浜市,日野中央三丁目第二公園,街区公園,神奈川県,横浜市,1998,607.0,未決定,,35.37983993,139.59117457,small
神奈川県,横浜市,日野町清水公園,街区公園,神奈川県,横浜市,1983,258.0,未決定,,35.39873583,139.58926727,small
神奈川県,横浜市,日野町清水第二公園,街区公園,神奈川県,横浜市,1979,805.0,未決定,,35.39577819,139.58777383,small
神奈川県,横浜市,日野町原第一公園,街区公園,神奈川県,横浜市,1976,2760.0,未決定,,35.37470485,139.56420763,small
神奈川県,横浜市,日野町原第二公園,街区公園,神奈川県,横浜市,1976,1134.0,未決定,,35.37654994,139.56362544,small
神奈川県,横浜市,日野町東公園,街区公園,神奈川県,横浜市,1974,1074.0,決定,,35.38185714,139.58892556,small
神奈川県,横浜市,日野町吉原公園,街区公園,神奈川県,横浜市,1976,718.0,未決定,,35.3966715,139.58161401,small
神奈川県,横浜市,日野二丁目公園,街区公園,神奈川県,横浜市,1996,481.0,未決定,,35.3998,139.58571,small
神奈川県,横浜市,日野藤ヶ沢公園,街区公園,神奈川県,横浜市,1977,524.0,未決定,,35.38130919,139.56805885,small
神奈川県,横浜市,日野藤ヶ沢第二公園,街区公園,神奈川県,横浜市,1983,178.0,未決定,,35.3811,139.57051,small
神奈川県,横浜市,日野南一丁目公園,街区公園,神奈川県,横浜市,1986,424.0,未決定,,35.37817,139.57474,small
神奈川県,横浜市,日野南四丁目公園,街区公園,神奈川県,横浜市,1995,1333.0,未決定,,35.38103561,139.57199683,small
神奈川県,横浜市,日の峰第一公園,街区公園,神奈川県,横浜市,1978,2900.0,決定,,35.36785,139.59309,small
神奈川県,横浜市,日の峰第二公園,街区公園,神奈川県,横浜市,1980,3236.0,決定,,35.3654,139.59106,small
神奈川県,横浜市,日野宮下公園,街区公園,神奈川県,横浜市,1988,470.0,未決定,,35.38386267,139.58353745,small
神奈川県,横浜市,日野宮ノ前公園,街区公園,神奈川県,横浜市,1986,698.0,未決定,,35.38436562,139.58328081,small
神奈川県,横浜市,日野宮ノ脇公園,街区公園,神奈川県,横浜市,1983,1034.0,未決定,,35.38735093,139.58462239,small
神奈川県,横浜市,深田公園,街区公園,神奈川県,横浜市,1981,1473.0,決定,,35.39575745,139.56811846,small
神奈川県,横浜市,丸山台四丁目公園,街区公園,神奈川県,横浜市,1986,317.0,未決定,,35.39573467,139.56453592,small
神奈川県,横浜市,丸山台四丁目第二公園,街区公園,神奈川県,横浜市,1986,202.0,未決定,,35.3933,139.56566,small
神奈川県,横浜市,みなみが丘公園,街区公園,神奈川県,横浜市,1978,4623.0,決定,,35.36996776,139.58133172,small
神奈川県,横浜市,美晴台公園,街区公園,神奈川県,横浜市,1979,2154.0,決定,,35.40733,139.57275,small
神奈川県,横浜市,六反田公園,街区公園,神奈川県,横浜市,1981,2121.0,決定,,35.39849,139.57155,small
神奈川県,横浜市,渡戸公園,街区公園,神奈川県,横浜市,1969,397.0,未決定,,35.41087,139.57967,small
神奈川県,横浜市,渡戸第二公園,街区公園,神奈川県,横浜市,1973,494.0,未決定,,35.40933644,139.57986358,small
神奈川県,横浜市,渡戸東公園,街区公園,神奈川県,横浜市,1975,981.0,未決定,,35.4116998,139.57252288,small
神奈川県,横浜市,渡戸東第二公園,街区公園,神奈川県,横浜市,1976,180.0,未決定,,35.41154,139.57063,small
神奈川県,横浜市,仏向緑地,都市緑地,神奈川県,横浜市,1996,2565.0,決定,,35.45421562,139.57747246,etc
神奈川県,横浜市,陣ケ下渓谷公園,特殊公園（風致公園、動植物公園、歴史公園、墓園）,神奈川県,横浜市,2004,28000.0,決定,,35.46928,139.57228,small
神奈川県,横浜市,横浜市児童遊園地,特殊公園（風致公園、動植物公園、歴史公園、墓園）,神奈川県,横浜市,1929,140842.0,決定,,35.43671207,139.57790184,middle
神奈川県,横浜市,常盤公園,地区公園（カントリーパーク）,神奈川県,横浜市,1942,49226.0,決定,,35.46829616,139.58964697,small
神奈川県,横浜市,新井町公園,近隣公園,神奈川県,横浜市,1995,19187.0,決定,,35.48730754,139.56107617,small
神奈川県,横浜市,今井の丘公園,近隣公園,神奈川県,横浜市,1994,11211.0,決定,,35.44809354,139.563347,small
神奈川県,横浜市,上星川あおぞら公園,近隣公園,神奈川県,横浜市,2004,17340.0,未決定,,35.47350748,139.57958514,small
神奈川県,横浜市,川島町公園,近隣公園,神奈川県,横浜市,1976,11681.0,決定,,35.47191377,139.57004539,small
神奈川県,横浜市,境木町公園,近隣公園,神奈川県,横浜市,1992,16611.0,未決定,,35.44185343,139.56298945,small
神奈川県,横浜市,西久保町公園,近隣公園,神奈川県,横浜市,1988,9000.0,決定,,35.4525689,139.60443912,small
神奈川県,横浜市,仏向行坐谷公園,近隣公園,神奈川県,横浜市,1994,9556.0,未決定,,35.46162588,139.57213369,small
神奈川県,横浜市,仏向倉沢北公園,近隣公園,神奈川県,横浜市,2006,9950.0,未決定,,35.46079662,139.57118447,small
神奈川県,横浜市,仏向矢シ塚公園,近隣公園,神奈川県,横浜市,1996,24997.0,決定,,35.46126308,139.57589897,small
神奈川県,横浜市,新井町西公園,街区公園,神奈川県,横浜市,1976,668.0,未決定,,35.49298,139.5513,small
神奈川県,横浜市,新井町第一公園,街区公園,神奈川県,横浜市,1974,1801.0,未決定,,35.49031277,139.55963551,small
