行政区域コード,公共施設大分類,公共施設小分類,学校分類,名称,所在地,管理者コード,lat,lon
13225,16,16001,小学校,稲城第一小学校,東長沼956,3.0,35.640709,139.511818
13225,16,16001,小学校,稲城第三小学校,大丸100,3.0,35.643236,139.499735
13225,16,16001,小学校,稲城第四小学校,押立1250,3.0,35.644681,139.516345
13225,16,16001,小学校,稲城第七小学校,矢野口1901-2,3.0,35.635443,139.520326
13225,16,16001,小学校,稲城第二小学校,坂浜590,3.0,35.625099,139.485432
13225,16,16001,小学校,稲城第六小学校,大丸2110,3.0,35.649624,139.499263
13225,16,16001,小学校,向陽台小学校,向陽台3-2,3.0,35.637347,139.488181
13225,16,16001,小学校,若葉台小学校,若葉台4-5,3.0,35.626875,139.467655
13225,16,16001,小学校,城山小学校,向陽台6-17,3.0,35.642624,139.493291
13225,16,16001,小学校,長峰小学校,長峰2-8,3.0,35.629821,139.483265
13225,16,16001,小学校,平尾小学校,平尾3-1-3,3.0,35.611158,139.488655
13225,16,16002,中学校,稲城第一中学校,百村23,3.0,35.640403,139.499458
13225,16,16002,中学校,稲城第五中学校,向陽台3-1-1,3.0,35.638208,139.489736
13225,16,16002,中学校,稲城第三中学校,矢野口3043,3.0,35.63646,139.50743
13225,16,16002,中学校,稲城第四中学校,押立1768,3.0,35.645792,139.51804
13225,16,16002,中学校,稲城第二中学校,坂浜1340,3.0,35.61599,139.4811
13225,16,16002,中学校,稲城第六中学校,若葉台3-11,3.0,35.62507,139.467433
13225,16,16002,中学校,駒沢学園女子中学校,坂浜238,4.0,35.627127,139.494904
13225,16,16004,高等学校,駒沢学園女子高等学校,坂浜238,4.0,35.627127,139.494904
13225,16,16004,高等学校,若葉総合高等学校,坂浜1434-3,2.0,35.618461,139.478461
13225,16,16006,短期大学,駒沢女子短期大学,坂浜238,4.0,35.627655,139.492987
13225,16,16007,大学,駒沢女子大学,坂浜238,4.0,35.627655,139.492987
13227,16,16001,小学校,羽村西小学校,羽加美4-2-9,3.0,35.765299,139.29972
13227,16,16001,小学校,羽村東小学校,羽東2-18-1,3.0,35.754439,139.312886
13227,16,16001,小学校,栄小学校,栄町2-17,3.0,35.771993,139.312413
13227,16,16001,小学校,小作台小学校,小作台4-13-1,3.0,35.77352,139.298692
13227,16,16001,小学校,松林小学校,羽4122-2,3.0,35.768077,139.330189
13227,16,16001,小学校,富士見小学校,五ノ神4-9-5,3.0,35.762411,139.317441
13227,16,16001,小学校,武蔵野小学校,川崎693-1,3.0,35.761023,139.332606
13227,16,16002,中学校,羽村第一中学校,羽中3-6-33,3.0,35.761883,139.307469
13227,16,16002,中学校,羽村第三中学校,川崎697-1,3.0,35.761717,139.334272
13227,16,16002,中学校,羽村第二中学校,富士見平1-16,3.0,35.764939,139.324857
13227,16,16004,高等学校,羽村高等学校,羽4152-1,2.0,35.765803,139.33181
13227,16,16010,特別支援学校,羽村特別支援学校,五ノ神319-1,2.0,35.769244,139.330578
13228,16,16001,小学校,一の谷小学校,引田980,3.0,35.720104,139.272051
13228,16,16001,小学校,屋城小学校,二宮東1-12-1,3.0,35.723888,139.32308
13228,16,16001,小学校,五日市小学校,五日市315,3.0,35.731581,139.222228
13228,16,16001,小学校,西秋留小学校,上代継292,3.0,35.723498,139.276862
13228,16,16001,小学校,前田小学校,野辺92,3.0,35.723527,139.314636
13228,16,16001,小学校,草花小学校,草花3130,3.0,35.737136,139.305137
13228,16,16001,小学校,増戸小学校,伊奈1173,3.0,35.728246,139.248392
13228,16,16001,小学校,多西小学校,草花2885,3.0,35.742107,139.300165
13228,16,16001,小学校,東秋留小学校,野辺1123,3.0,35.724443,139.305637
13228,16,16001,小学校,南秋留小学校,雨間810,3.0,35.720971,139.292833
13228,16,99999,小学校,菅生学園初等学校,菅生1468,4.0,35.75602098397834,139.2873240273646
13228,16,16002,中学校,五日市中学校,五日市400,3.0,35.730332,139.221117
13228,16,16002,中学校,御堂中学校,草花3322,3.0,35.740607,139.296915
13228,16,16002,中学校,秋多中学校,二宮334,3.0,35.731025,139.293916
13228,16,16002,中学校,西中学校,上代継190,3.0,35.729969,139.277945
13228,16,16002,中学校,増戸中学校,伊奈1181,3.0,35.728246,139.249642
13228,16,16002,中学校,東海大学菅生高等学校中等部,菅生1468,4.0,35.756213863819916,139.2868249009344
13228,16,16002,中学校,東中学校,平沢200,3.0,35.732331,139.302943
13228,16,16004,高等学校,五日市高等学校,五日市894,2.0,35.728693,139.217951
13228,16,16004,高等学校,秋留台高等学校,平沢153-4,2.0,35.732192,139.30086
13228,16,16004,高等学校,東海大学菅生高等学校,菅生1817,4.0,35.756602,139.277714
13228,16,16010,特別支援学校,あきる野学園,上代継123-1,2.0,35.730608,139.276667
13229,16,16001,小学校,けやき小学校,芝久保町5-7-1,3.0,35.734302,139.526032
13229,16,16001,小学校,栄小学校,栄町2-10-9,3.0,35.752085,139.552921
13229,16,16001,小学校,向台小学校,向台町2-1-1,3.0,35.722338,139.539617
13229,16,16001,小学校,芝久保小学校,芝久保町3-7-1,3.0,35.728747,139.522859
13229,16,16001,小学校,住吉小学校,住吉町5-2-1,3.0,35.745919,139.553171
13229,16,16001,小学校,上向台小学校,向台町6-7-28,3.0,35.720727,139.525896
13229,16,16001,小学校,泉小学校,泉町3-6-8,3.0,35.741392,139.553143
13229,16,16001,小学校,谷戸小学校,緑町3-1-1,3.0,35.740253,139.542727
13229,16,16001,小学校,谷戸第二小学校,谷戸町1-17-27,3.0,35.741475,139.545199
13229,16,16001,小学校,中原小学校,ひばりが丘2-6-25,3.0,35.74703,139.538061
13229,16,16001,小学校,田無小学校,田無町4-5-21,3.0,35.728313,139.537604
13229,16,16001,小学校,東小学校,東町6-2-33,3.0,35.741781,139.56417
13229,16,16001,小学校,東伏見小学校,東伏見6-1-28,3.0,35.725949,139.559254
13229,16,16001,小学校,碧山小学校,中町5-11-4,3.0,35.738337,139.563031
13229,16,16001,小学校,保谷小学校,保谷町1-3-35,3.0,35.736906,139.554595
13229,16,16001,小学校,保谷第一小学校,下保谷1-4-4,3.0,35.749891,139.558003
13229,16,16001,小学校,保谷第二小学校,柳沢4-2-11,3.0,35.720283,139.550561
13229,16,16001,小学校,本町小学校,保谷町1-14-23,3.0,35.732914,139.555669
13229,16,16001,小学校,柳沢小学校,南町2-12-37,3.0,35.722033,139.547783
13229,16,16002,中学校,ひばりが丘中学校,住吉町1-14-28,3.0,35.742836,139.548393
13229,16,16002,中学校,青嵐中学校,北町2-13-17,3.0,35.756668,139.55667
13229,16,16002,中学校,田無第一中学校,南町6-9-37,3.0,35.724504,139.531729
13229,16,16002,中学校,田無第三中学校,西原町3-4-1,3.0,35.734809,139.53109
13229,16,16002,中学校,田無第四中学校,向台町2-14-9,3.0,35.719727,139.540423
13229,16,16002,中学校,田無第二中学校,北原町2-9-1,3.0,35.738309,139.545116
13229,16,16002,中学校,武蔵野女子学院中学校,新町1-1-20,4.0,35.718311,139.54695
13229,16,16002,中学校,文華女子中学校,西原町4-5-85,4.0,35.738086,139.530451
13229,16,16002,中学校,保谷中学校,保谷町1-17-4,3.0,35.733565,139.556645
13229,16,16002,中学校,明保中学校,東町1-1-24,3.0,35.742836,139.56267
13229,16,16002,中学校,柳沢中学校,柳沢3-8-22,3.0,35.720561,139.552533
13229,16,16004,高等学校,田無工業高等学校,向台町1-9-1,2.0,35.720477,139.548561
13229,16,16004,高等学校,田無高等学校,向台町5-4-34,2.0,35.720505,139.528702
13229,16,16004,高等学校,武蔵野女子学院高等学校,新町1-1-20,4.0,35.718311,139.54695
13229,16,16004,高等学校,文華女子高等学校,西原町4-5-85,4.0,35.738086,139.530451
13229,16,16004,高等学校,保谷高等学校,住吉町5-8-23,2.0,35.746086,139.555393
13229,16,16007,大学,武蔵野大学,新町1-1-20,4.0,35.718033,139.548589
13229,16,16010,特別支援学校,田無特別支援学校,南町5-15-5,2.0,35.723366,139.534312
13303,16,16001,小学校,瑞穂第一小学校,箱根ケ崎2287,3.0,35.769217,139.352965
13303,16,16001,小学校,瑞穂第五小学校,殿ケ谷1160,3.0,35.772439,139.362908
13303,16,16001,小学校,瑞穂第三小学校,二本木670,3.0,35.790603,139.354992
13303,16,16001,小学校,瑞穂第四小学校,箱根ケ崎西松原2-1,3.0,35.768439,139.336689
13303,16,16001,小学校,瑞穂第二小学校,長岡長谷部250,3.0,35.781992,139.329272
13303,16,16002,中学校,瑞穂第二中学校,箱根ケ崎1172,3.0,35.78177,139.336355
13303,16,16002,中学校,瑞穂中学校,石畑1961-1,3.0,35.77595729054331,139.3588413864297
13303,16,16004,高等学校,瑞穂農芸高等学校,石畑2027,2.0,35.777021,139.359909
13305,16,16001,小学校,大久野小学校,大久野1176,3.0,35.745773,139.235087
13305,16,16001,小学校,平井小学校,平井1218,3.0,35.74119,139.267751
13305,16,16001,小学校,本宿小学校,平井1855,3.0,35.736523,139.262418
13305,16,16002,中学校,大久野中学校,大久野1559,3.0,35.741774,139.230059
13305,16,16002,中学校,平井中学校,平井2654,3.0,35.7448,139.256558
13307,16,16001,小学校,檜原小学校,檜原600,3.0,35.731719,139.144263
13307,16,16002,中学校,檜原中学校,檜原575,3.0,35.730108,139.14543
13308,16,16001,小学校,古里小学校,小丹波75,3.0,35.815346,139.150538
13308,16,16001,小学校,氷川小学校,氷川278,3.0,35.810487,139.097321
13308,16,16002,中学校,古里中学校,川井594,3.0,35.811291,139.158954
13308,16,16002,中学校,氷川中学校,氷川760,3.0,35.803739,139.101126
13361,16,16001,小学校,さくら小学校,岡田長阪113,3.0,34.784198,139.382226
13361,16,16001,小学校,つばき小学校,元町家ノ上,3.0,34.749453,139.360578
13361,16,99999,小学校,つつじ小学校,差木地沖の根,3.0,34.68591408805328,139.43357723865364
13361,16,16002,中学校,第一中学校,元町小清水,3.0,34.758174,139.360272
13361,16,16002,中学校,第三中学校,差木地沖の根,3.0,34.686656,139.433769
13361,16,16002,中学校,第二中学校,岡田長坂,3.0,34.785022,139.381493
13361,16,16004,高等学校,大島海洋国際高等学校,差木地下原996-1,2.0,34.682156,139.432019
13361,16,16004,高等学校,大島高等学校,元町八重の水127,2.0,34.765479,139.359994
13362,16,16001,小学校,利島小学校,13,3.0,34.52918542154087,139.28059385659793
13362,16,16002,中学校,利島中学校,13,3.0,34.529241,139.280307
13363,16,16001,小学校,式根島小学校,式根島244,3.0,34.327299,139.216322
13363,16,16001,小学校,新島小学校,本村2-1-1,3.0,34.378016,139.257637
13363,16,16002,中学校,式根島中学校,式根島166,3.0,34.328549,139.217155
13363,16,16002,中学校,新島中学校,本村4-7-1,3.0,34.371506,139.258272
13363,16,16004,高等学校,新島高等学校,本村4-10-1,2.0,34.369162,139.258223
13364,16,16001,小学校,神津小学校,807,3.0,34.20608,139.138832
13364,16,16002,中学校,神津中学校,1741,3.0,34.201191,139.135138
13364,16,16004,高等学校,神津高等学校,1620,2.0,34.20258,139.134166
13381,16,16001,小学校,三宅小学校,伊豆468,3.0,34.120144,139.504096
13381,16,16002,中学校,三宅中学校,伊豆470,3.0,34.120727,139.503929
13381,16,16004,高等学校,三宅高等学校,坪田4586,2.0,34.058594,139.537763
13382,16,16001,小学校,御蔵島小学校,詳細住所不明,3.0,33.897016596949015,139.59519760044807
13382,16,16002,中学校,御蔵島中学校,詳細住所不明,3.0,33.896706,139.595894
13401,16,16001,小学校,三根小学校,三根341,3.0,33.119017,139.800927
13401,16,16001,小学校,大賀郷小学校,大賀郷15,3.0,33.104574,139.788012
13401,16,99999,小学校,三原小学校,中之郷2474-1,3.0,33.06940526382566,139.80486449973773
13401,16,16002,中学校,三原中学校,中之郷2474,3.0,33.069495,139.805485
13401,16,16002,中学校,大賀郷中学校,大賀郷3073,3.0,33.106129,139.782179
13401,16,16002,中学校,富士中学校,三根4655-1,3.0,33.12466673255831,139.79502629775698
13401,16,16004,高等学校,八丈高等学校,大賀郷3020,2.0,33.108128,139.779707
13402,16,16001,小学校,青ケ島小学校,詳細住所不明,3.0,32.46679563788527,139.76238303831752
13402,16,16002,中学校,青ケ島中学校,詳細住所不明,3.0,32.46651,139.762843
13421,16,16001,小学校,小笠原小学校,父島宮之浜道,3.0,27.096555,142.191831
13421,16,16001,小学校,母島小学校,母島元地,3.0,26.642181,142.160541
13421,16,16002,中学校,小笠原中学校,父島宮之浜道,3.0,27.096888,142.192165
13421,16,16002,中学校,母島中学校,母島元地,3.0,26.642181,142.160541
13421,16,16004,高等学校,小笠原高等学校,父島清瀬,2.0,27.100416,142.199387
13229,16,99999,大学,早稲田大学,東伏見2-7-5,4.0,35.72721618113583,139.56269743435075
13102,16,99999,大学,早稲田大学,日本橋1-4-1,4.0,35.68259376289303,139.77458735381094
13104,16,99999,大学,早稲田大学,喜久井町17,4.0,35.704938174119555,139.72133111187577
13101,16,99999,大学,日本大学,三崎町2-2-3,4.0,35.69958788733936,139.75475332572702
13101,16,16007,大学,日本大学,神田駿河台1-8-14,4.0,35.6976407293971,139.76359006468752
13101,16,99999,大学,上智大学,四番町4,4.0,35.68902008857308,139.73661069997078
13104,16,99999,大学,上智大学,下落合4-16-11,4.0,35.720693370074336,139.6947322863403
11101,16,16001,小学校,宮前小学校,宮前町341,3.0,35.923036,139.595217
11101,16,16001,小学校,指扇小学校,指扇4226,3.0,35.922813,139.573136
11101,16,16001,小学校,指扇北小学校,中釘1506-1,3.0,35.933561,139.57208
11101,16,16001,小学校,植水小学校,中野林225-1,3.0,35.894346,139.594913
11101,16,16001,小学校,大宮西小学校,三橋5-1359,3.0,35.90415,139.590718
11101,16,16001,小学校,馬宮西小学校,飯田新田189-2,3.0,35.886096,139.559555
11101,16,16001,小学校,馬宮東小学校,西遊馬189-1,3.0,35.9039,139.571636
11101,16,99999,小学校,栄小学校,飯田811,3.0,35.90700713870092,139.58255516037372
11101,16,16002,中学校,宮前中学校,宮前町1467-1,3.0,35.929757,139.598301
11101,16,16002,中学校,埼玉栄中学校,指扇3838,4.0,35.925813,139.577719
11101,16,16002,中学校,指扇中学校,清河寺185-2,3.0,35.927507,139.576775
11101,16,16002,中学校,植水中学校,三条町345-1,3.0,35.886791,139.583997
11101,16,16002,中学校,大宮西中学校,三橋6-1558,3.0,35.919592,139.590746
11101,16,16002,中学校,土屋中学校,土屋1766-1,3.0,35.911676,139.57147
11101,16,16002,中学校,馬宮中学校,二ツ宮589-1,3.0,35.898428,139.579997
11101,16,16004,高等学校,埼玉栄高等学校,指扇3838,4.0,35.925479,139.577719
11101,16,16004,高等学校,大宮光陵高等学校,中野林145,2.0,35.894735,139.58958
11101,16,16004,高等学校,大宮南高等学校,植田谷本793,2.0,35.888458,139.590246
11101,16,16004,高等学校,大宮武蔵野高等学校,西遊馬1601,2.0,35.909454,139.560526
11101,16,16010,特別支援学校,大宮北特別支援学校,中釘2290-1,2.0,35.943266,139.574139
11101,16,16010,特別支援学校,ひまわり特別支援学校,三橋6-1587,3.0,35.920758,139.590273
11101,16,99999,特別支援学校,大宮北特別支援学校さいたま西分校,西遊馬1601,2.0,35.90994733940737,139.56029824575708
11102,16,16001,小学校,さとえ学園小学校,本郷町1813,4.0,35.93759,139.627103
11102,16,16001,小学校,宮原小学校,宮原町4-102-6,3.0,35.949114,139.606327
11102,16,16001,小学校,植竹小学校,植竹町2-1,3.0,35.92973,139.625965
11102,16,16001,小学校,泰平小学校,今羽町628,3.0,35.950032,139.626492
11102,16,16001,小学校,大宮別所小学校,別所町42-1,3.0,35.954918,139.597606
11102,16,16001,小学校,大砂土小学校,本郷町1,3.0,35.93759,139.627103
11102,16,16001,小学校,東大成小学校,東大成町2-12,3.0,35.924897,139.619104
11102,16,16001,小学校,日進小学校,日進町2-911,3.0,35.925036,139.6078
11102,16,16001,小学校,日進北小学校,日進町3-178,3.0,35.936839,139.604133
11102,16,99999,小学校,つばさ小学校,宮原町3-902-4,3.0,35.933488,139.610458
11102,16,16002,中学校,宮原中学校,宮原町4-129,3.0,35.95178,139.605133
11102,16,16002,中学校,植竹中学校,土呂町352,3.0,35.934035,139.627187
11102,16,16002,中学校,泰平中学校,本郷町1991,3.0,35.948671,139.62727
11102,16,16002,中学校,土呂中学校,見沼3-75,3.0,35.938922,139.637834
11102,16,16002,中学校,日進中学校,櫛引町2-503-1,3.0,35.921397,139.610133
11102,16,16004,高等学校,さいたま市立大宮北高等学校,奈良町91-1,3.0,35.94592,139.600494
11102,16,16004,高等学校,大宮工業高等学校,本郷町1970,2.0,35.947949,139.628103
11102,16,16004,高等学校,大宮中央高等学校,櫛引町2-499-1,2.0,35.919648,139.610827
11102,16,16009,特別支援学校,特別支援学校大宮ろう学園,植竹町2-68,2.0,35.931619,139.625771
11102,16,16010,特別支援学校,埼玉大学教育学部附特別支援学校,日進町2-480,2.0,35.926424,139.611022
11103,16,16001,小学校,桜木小学校,桜木町4-328-9,3.0,35.90329,139.617466
11103,16,16001,小学校,三橋小学校,三橋2-20,3.0,35.903623,139.605245
11103,16,16001,小学校,芝川小学校,天沼町2-1077,3.0,35.905123,139.644881
11103,16,16001,小学校,上小小学校,上小町1337-1,3.0,35.896652,139.616938
11103,16,16001,小学校,大宮小学校,大門町3-3,3.0,35.906512,139.629965
11103,16,16001,小学校,大宮東小学校,堀の内町3-145,3.0,35.913899,139.635548
11103,16,16001,小学校,大宮南小学校,吉敷町3-87,3.0,35.900568,139.633881
11103,16,16001,小学校,大宮北小学校,宮町3-84,3.0,35.911844,139.62741
11103,16,16001,小学校,大成小学校,大成町2-282,3.0,35.914538,139.614077
11103,16,16002,中学校,桜木中学校,桜木町4-219,3.0,35.905095,139.616966
11103,16,16002,中学校,三橋中学校,三橋1-1300,3.0,35.904845,139.602578
11103,16,16002,中学校,大宮開成中学校,堀の内町1-615,4.0,35.912103,139.645402
11103,16,16002,中学校,大宮東中学校,堀の内町1-99,3.0,35.908011,139.634742
11103,16,16002,中学校,大宮南中学校,天沼町2-362,3.0,35.898846,139.636965
11103,16,16002,中学校,大宮北中学校,寿能町1-21,3.0,35.921593,139.632965
11103,16,16002,中学校,大成中学校,大成2-379,3.0,35.91301,139.613216
11103,16,16002,中学校,第二東中学校,天沼町1-760,3.0,35.908984,139.645464
11103,16,16004,高等学校,いずみ高等学校,円阿弥7-4-1,2.0,35.89393,139.610911
11103,16,16004,高等学校,さいたま市立大宮西高等学校,三橋4-96,3.0,35.896151,139.599384
11103,16,16004,高等学校,松栄学園高等学校大宮分校,下町1-35,4.0,35.903697,139.627387
11103,16,16004,高等学校,大宮開成高等学校,堀の内町1-615,4.0,35.912011,139.645103
11103,16,16004,高等学校,大宮高等学校,天沼町2-323,2.0,35.899957,139.636742
11103,16,16006,短期大学,国際学院埼玉短期大学,吉敷町2-5,4.0,35.900012,139.625827
11103,16,16007,大学,大宮法科大学院大学,桜木町4-333-13,4.0,35.90377,139.618061
11104,16,16001,小学校,海老沼小学校,東新井710-5,3.0,35.908345,139.66024
11104,16,16001,小学校,見沼小学校,東大宮2-45,3.0,35.94881,139.632686
11104,16,16001,小学校,七里小学校,東宮下312,3.0,35.929315,139.676183
11104,16,16001,小学校,春岡小学校,春岡2-29-1,3.0,35.94951327713956,139.6620892764111
11104,16,16001,小学校,春野小学校,春野1-10-1,3.0,35.957089,139.668127
11104,16,16001,小学校,大砂土東小学校,大和田町2-998,3.0,35.93748,139.646769
11104,16,16001,小学校,大谷小学校,大谷18,3.0,35.921316,139.665934
11104,16,16001,小学校,島小学校,島町533-2,3.0,35.946757,139.651657
11104,16,16001,小学校,東宮下小学校,東宮下215-1,3.0,35.925816,139.677572
11104,16,16001,小学校,片柳小学校,東新井244-1,3.0,35.910734,139.67049
11104,16,16001,小学校,蓮沼小学校,蓮沼1070,3.0,35.93437,139.660767
11104,16,16002,中学校,栄東中学校,砂町2-77,4.0,35.946603,139.633098
11104,16,16002,中学校,七里中学校,東宮下1-1-1,3.0,35.927732,139.680655
11104,16,16002,中学校,春野中学校,春野2-2-1,3.0,35.956499,139.663123
11104,16,16002,中学校,春里中学校,小深作268-19,3.0,35.940869,139.664295
11104,16,16002,中学校,大宮八幡中学校,南中丸357,3.0,35.919121,139.652991
11104,16,16002,中学校,大砂土中学校,東大宮1-100-1,3.0,35.937369,139.644574
11104,16,16002,中学校,大谷中学校,大谷1634-2,3.0,35.925371,139.666934
11104,16,16002,中学校,片柳中学校,御蔵551,3.0,35.906375,139.674062
11104,16,16004,高等学校,栄東高等学校,砂町2-77,4.0,35.945061,139.63488
11104,16,16004,高等学校,大宮商業高等学校,大和田町1-356,2.0,35.927398,139.645464
11104,16,16004,高等学校,大宮東高等学校,膝子567,2.0,35.926843,139.685404
11104,16,16007,大学,芝浦工業大学,深作307,4.0,35.951784,139.653545
11104,16,16007,大学,日本大学,東新井541,4.0,35.9119267493623,139.66251436179445
11105,16,16001,小学校,下落合小学校,上落合1-7-33,3.0,35.889146,139.631537
11105,16,16001,小学校,上落合小学校,上落合4-14-24,3.0,35.89392,139.626166
11105,16,16001,小学校,大戸小学校,新中里1-6-28,3.0,35.872349,139.635965
11105,16,16001,小学校,与野西北小学校,円阿弥4-3-7,3.0,35.887597,139.608189
11105,16,16001,小学校,与野南小学校,大戸6-2-25,3.0,35.866489,139.635438
11105,16,16001,小学校,与野八幡小学校,本町東5-23-14,3.0,35.890486,139.622022
11105,16,16001,小学校,与野本町小学校,本町東3-5-23,3.0,35.883459,139.622661
11105,16,16001,小学校,鈴谷小学校,鈴谷5-1-1,3.0,35.87096,139.631188
11105,16,16002,中学校,淑徳与野中学校,上落合5-19-18,4.0,35.897201,139.627618
11105,16,16002,中学校,八王子中学校,八王子4-2-1,3.0,35.878209,139.608079
11105,16,16002,中学校,与野西中学校,鈴谷8-10-33,3.0,35.877654,139.623744
11105,16,16002,中学校,与野東中学校,下落合3-21-10,3.0,35.88832,139.632132
11105,16,16002,中学校,与野南中学校,大戸2-6-25,3.0,35.8656,139.634605
11105,16,16004,高等学校,淑徳与野高等学校,円阿弥2-11-26,4.0,35.886903,139.609245
11105,16,16004,高等学校,与野高等学校,本町西2-8-1,2.0,35.884292,139.618522
11106,16,16001,小学校,栄和小学校,栄和1-7-1,3.0,35.861628,139.617551
11106,16,16001,小学校,新開小学校,新開2-18-1,3.0,35.850824,139.618162
11106,16,16001,小学校,神田小学校,神田541-1,3.0,35.874904,139.607384
11106,16,16001,小学校,大久保小学校,五関21,3.0,35.872015,139.59833
11106,16,16001,小学校,大久保東小学校,大久保領家331,3.0,35.871099,139.603468
11106,16,16001,小学校,中島小学校,中島1-28-1,3.0,35.865266,139.623633
11106,16,16001,小学校,田島小学校,田島10-12-1,3.0,35.837742,139.623301
11106,16,16001,小学校,土合小学校,西堀7-21-1,3.0,35.857656,139.627161
11106,16,16002,中学校,上大久保中学校,上大久保861-1,3.0,35.871988,139.616189
11106,16,16002,中学校,大久保中学校,五関282,3.0,35.866738,139.597997
11106,16,16002,中学校,田島中学校,田島10-13-1,3.0,35.838492,139.622357
11106,16,16002,中学校,土合中学校,町谷1-19-1,3.0,35.860239,139.622884
11106,16,16004,高等学校,浦和工業高等学校,西堀5-1-1,2.0,35.853768,139.626939
11106,16,16004,高等学校,浦和北高等学校,五関595,2.0,35.867238,139.594414
11106,16,16004,高等学校,常盤高等学校,上大久保519-1,2.0,35.87071666896215,139.612978860412
11106,16,16007,大学,埼玉大学,下大久保255,1.0,35.863044,139.608496
11106,16,99999,特別支援学校,特別支援学校さいたま桜高等学園,上大久保519-7,2.0,35.869970555833014,139.61185350138248
11107,16,16001,小学校,浦和ルーテル学院小学校,駒場1-22-18,4.0,35.870794,139.660491
11107,16,16001,小学校,岸町小学校,岸町5-20-4,3.0,35.851019,139.650243
11107,16,16001,小学校,高砂小学校,岸町4-1-29,3.0,35.856518,139.656714
11107,16,16001,小学校,埼玉大学教育学部附属小学校,常盤6-9-44,1.0,35.862267,139.643132
11107,16,16001,小学校,上木崎小学校,上木崎3-4-3,3.0,35.887681,139.642826
11107,16,16001,小学校,常盤小学校,常盤9-30-9,3.0,35.868739,139.643076
11107,16,16001,小学校,常盤北小学校,針ケ谷4-2-12,3.0,35.878848,139.639076
11107,16,16001,小学校,針ケ谷小学校,領家7-2-1,3.0,35.881598,139.648686
11107,16,16001,小学校,大東小学校,大東3-14-1,3.0,35.883154,139.66449
11107,16,16001,小学校,仲町小学校,常盤8-18-4,3.0,35.863961,139.640549
11107,16,16001,小学校,仲本小学校,本太2-12-31,3.0,35.861573,139.661047
11107,16,16001,小学校,北浦和小学校,北浦和2-18-3,3.0,35.876988,139.648242
11107,16,16001,小学校,本太小学校,本太2-26-25,3.0,35.865323,139.657464
11107,16,16001,小学校,木崎小学校,領家4-19-4,3.0,35.882737,139.652603
11107,16,16002,中学校,浦和ルーテル学院中学校,駒場1-22-18,4.0,35.870794,139.660491
11107,16,16002,中学校,常盤中学校,針ケ谷4-1-9,3.0,35.878154,139.639298
11107,16,16002,中学校,大原中学校,大原3-1-11,3.0,35.892791,139.648353
11107,16,16002,中学校,本太中学校,領家1-4-15,3.0,35.873155,139.658602
11107,16,16002,中学校,木崎中学校,瀬ケ崎2-17-1,3.0,35.879071,139.661463
11107,16,99999,中学校,浦和中学校,元町1-28-17,3.0,35.871105840531605,139.65693178489698
11107,16,16004,高等学校,浦和高等学校,元町1-28-17,3.0,35.8711,139.657019
11107,16,16004,高等学校,浦和ルーテル学院高等学校,駒場1-22-18,4.0,35.870794,139.660491
11107,16,16004,高等学校,浦和高等学校,領家5-3-3,2.0,35.877904,139.65163
11107,16,16004,高等学校,浦和西高等学校,木崎3-1-1,2.0,35.889431,139.653963
11107,16,16004,高等学校,浦和第一女子高等学校,岸町3-8-45,2.0,35.852713,139.659492
11107,16,16004,高等学校,小松原女子高等学校,東岸町10-36,4.0,35.854019,139.66313
11108,16,16001,小学校,浦和大里小学校,別所7-14-28,3.0,35.844825,139.643049
11108,16,16001,小学校,浦和別所小学校,別所2-5-34,3.0,35.849519,139.647993
11108,16,16001,小学校,向小学校,大谷口5437,3.0,35.857324,139.696044
11108,16,16001,小学校,沼影小学校,沼影2-8-36,3.0,35.83902,139.645855
11108,16,16001,小学校,西浦和小学校,曲本1-3-5,3.0,35.838298,139.630245
11108,16,16001,小学校,善前小学校,太田窪2500-1,3.0,35.853186,139.685934
11108,16,16001,小学校,大谷口小学校,広ケ谷戸24,3.0,35.862518,139.683267
11108,16,16001,小学校,大谷場小学校,南浦和1-18-3,3.0,35.85263,139.667991
11108,16,16001,小学校,大谷場東小学校,大谷場2-13-54,3.0,35.853491,139.674713
11108,16,16001,小学校,谷田小学校,太田窪5-10-6,3.0,35.856324,139.677907
11108,16,16001,小学校,辻小学校,辻6-3-28,3.0,35.833188,139.658687
11108,16,16001,小学校,南浦和小学校,白幡1-1-20,3.0,35.845315,139.657952
11108,16,16001,小学校,文蔵小学校,文蔵5-16-29,3.0,35.835215,139.673991
11108,16,99999,小学校,辻南小学校,辻8-7-32,3.0,35.83158195646127,139.66525182594393
11108,16,16002,中学校,浦和実業学園中学校,文蔵3-9-1,4.0,35.839326,139.676554
11108,16,16002,中学校,岸中学校,南本町2-25-27,3.0,35.850103,139.665075
11108,16,16002,中学校,埼玉大学教育学部附属中学校,別所4-2-5,1.0,35.855657,139.643327
11108,16,16002,中学校,大谷口中学校,広ケ谷戸21,3.0,35.862823,139.6831
11108,16,16002,中学校,大谷場中学校,大谷場2-13-54,3.0,35.853852,139.674268
11108,16,16002,中学校,内谷中学校,内谷6-10-1,3.0,35.835243,139.648021
11108,16,16002,中学校,南浦和中学校,辻6-1-33,3.0,35.834854,139.657187
11108,16,16002,中学校,白幡中学校,白幡2-18-13,3.0,35.848741,139.65277
11108,16,16004,高等学校,さいたま市立浦和南高等学校,辻6-5-31,3.0,35.832521,139.657854
